
2023-11-20;05:04:58;CHANEL;Lenço Chanel Logo Bicolor;TAMANHO: ÚNICO;PREÇO LOJA R$ 6.210,00;EÚ R$ 2.577,53;
2023-11-20;05:04:58;CHANEL;Lenço Chanel Cashmere Amarela;TAMANHO: ÚNICO;PREÇO LOJA R$ 9.040,00;EÚ R$ 5.161,54;
2023-11-20;05:04:58;CHANEL;Cinto Chanel Couro Preto;TAMANHO: ÚNICO;PREÇO LOJA R$ 10.210,00;EÚ R$ 5.807,54;
2023-11-20;05:04:58;CHANEL;Cinto Chanel CC Buckle Vintage Preto;TAMANHO: ÚNICO;PREÇO LOJA R$ 10.320,00;EÚ R$ 5.807,54;
2023-11-20;05:04:58;CHANEL;Óculos Chanel 5150-B Acetato Strass Preto;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.250,00;EÚ R$ 579,49;
2023-11-20;05:04:58;CHANEL;Óculos Chanel 4162-Q Dourado;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.100,00;EÚ R$ 538,12;
2023-11-20;05:04:58;CHANEL;Pulseira Chanel Camélia Caramelo;TAMANHO: ÚNICO;PREÇO LOJA R$ 3.000,00;EÚ R$ 1.098,85;
2023-11-20;05:04:58;CHANEL;Relógio Chanel J12 H2000 Médio;TAMANHO: ÚNICO;PREÇO LOJA R$ 24.600,00;EÚ R$ 17.442,00;
2023-11-20;05:04:58;GUCCI;Carteira Gucci French Flap Preto;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.550,00;EÚ R$ 1.200,00;
2023-11-20;05:04:58;GUCCI;Óculos de Sol Gucci GG3509/S Azul;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.400,00;EÚ R$ 700,00;
2023-11-20;05:04:58;GUCCI;Almofada Gucci Teddy Bear Rosa;TAMANHO: ÚNICO;PREÇO LOJA R$ 5.300,00;EÚ R$ 2.500,00;
2023-11-20;05:04:58;GUCCI;Lenço Gucci Seda Estampado;TAMANHO: ÚNICO;PREÇO LOJA R$ 3.010,00;EÚ R$ 1.600,00;
2023-11-20;05:04:58;GUCCI;Boné Gucci Baseball GG Canvas;TAMANHO: M;PREÇO LOJA R$ 2.750,00;EÚ R$ 1.500,00;
2023-11-20;05:04:58;GUCCI;Óculos de Sol Gucci GG0516S Verde;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.320,00;EÚ R$ 1.300,00;
2023-11-20;05:04:58;GUCCI;Cinto Gucci Zumi Off White;TAMANHO: ÚNICO;PREÇO LOJA R$ 3.190,00;EÚ R$ 2.000,00;
2023-11-20;05:04:58;GUCCI;Cinto Gucci Couro Vintage Preto;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.820,00;EÚ R$ 1.300,00;
2023-11-20;05:04:58;GUCCI;Cinto Gucci GG Square Preto Vintage;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.480,00;EÚ R$ 1.080,00;
2023-11-20;05:04:58;GUCCI;Anel Gucci Leão Prata;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.240,00;EÚ R$ 1.203,52;
2023-11-20;05:04:58;GUCCI;Chapéu Gucci Logo Preto;TAMANHO: M;PREÇO LOJA R$ 4.010,00;EÚ R$ 2.360,00;
2023-11-20;05:04:58;GUCCI;Óculos de Sol Gucci GG3509/S Cinza;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.250,00;EÚ R$ 700,00;
2023-11-20;05:04:58;GUCCI;Carteira Gucci GG Canvas Bege;TAMANHO: ÚNICO;PREÇO LOJA R$ 3.830,00;EÚ R$ 594,99;
2023-11-20;05:04:58;GUCCI;Cinto Gucci Couro Branco;TAMANHO: ÚNICO;PREÇO LOJA R$ 3.030,00;EÚ R$ 1.049,99;
2023-11-20;05:04:58;GUCCI;Cinto Gucci Web Bamboo D Ring Rosa;TAMANHO: ÚNICO;PREÇO LOJA R$ 2.800,00;EÚ R$ 1.200,00;
